,Ticker,Name,Last Sale,Net Change,Percent Change,Market Cap
4763,HSON,"Hudson Global, Inc. Common Stock",$10.14,0.07,0.695%,"27,892,453"
4764,NTWK,NetSol Technologies Inc. Common Stock,$2.38,-0.10,-4.032%,"27,774,636"
4765,CGTX,"Cognition Therapeutics, Inc. Common Stock",$0.4472,0.0203,4.755%,"27,714,301"
4766,MOBX,"Mobix Labs, Inc. Class A Common Stock",$0.7474,0.0114,1.549%,"27,648,642"
4767,ALXO,ALX Oncology Holdings Inc. Common Stock,$0.5157,-0.0243,-4.50%,"27,530,204"
4768,SLDPW,"Solid Power, Inc. Warrant",$0.1498,0.0097,6.924%,"27,262,408"
4769,SVT,"Servotronics, Inc. Common Stock",$10.65,-0.01,-0.094%,"27,195,190"
4770,TOPS,"TOP Ships, Inc. Common Stock",$5.8133,0.0133,0.229%,"26,893,471"
4771,BODI,"The Beachbody Company, Inc. Class A Common Stock",$3.81,0.06,1.60%,"26,621,163"
4772,TRSG,Tungray Technologies Inc Class A Ordinary Shares,$1.77,0.05,2.907%,"26,550,000"
4773,GDTC,CytoMed Therapeutics Limited Ordinary Shares,$2.30,-0.07,-2.954%,"26,542,000"
4774,CLPS,CLPS Incorporation Common Stock,$0.95,-0.03,-3.061%,"26,448,636"
4775,FENG,"Phoenix New Media Limited American Depositary Shares, each representing 48 Class A ordinary shares.",$2.19,0.04,1.86%,"26,303,599"
4776,DTST,Data Storage Corporation Common Stock,$3.68,0.16,4.545%,"26,106,218"
4777,KTCC,Key Tronic Corporation Common Stock,$2.42,-0.04,-1.626%,"26,043,728"
4778,OSRH,"OSR Holdings, Inc. Common Stock",$1.35,UNCH,--,"26,023,920"
4779,SOND,Sonder Holdings Inc. Class A Common Stock,$2.24,0.04,1.818%,"25,951,800"
4780,DARE,"Dare Bioscience, Inc. Common Stock",$2.93,-0.02,-0.678%,"25,931,631"
4781,FGL,Founder Group Limited Ordinary Shares,$1.334,-0.036,-2.628%,"25,899,996"
4782,BANL,CBL International Limited Ordinary Shares,$0.94,-0.04,-4.082%,"25,850,000"
4783,CMMB,Chemomab Therapeutics Ltd. American Depositary Share,$1.37,0.02,1.481%,"25,833,557"
4784,CLNN,Clene Inc. Common Stock,$3.00,0.03,1.01%,"25,759,380"
4785,POCI,"Precision Optics Corporation, Inc. Common stock",$4.00,-0.44,-9.91%,"25,459,516"
4786,LOCL,Local Bounti Corporation Common Stock,$2.39,-0.02,-0.83%,"25,415,133"
4787,BZAIW,"Blaize Holdings, Inc. Warrants",$0.2499,-0.0001,-0.04%,"25,410,811"
4788,CENN,Cenntro Inc. Common Stock,$0.8185,-0.0045,-0.547%,"25,264,324"
4789,OCC,Optical Cable Corporation Common Stock,$3.08,0.09,3.01%,"25,251,617"
4790,EPOW,"Sunrise New Energy Co., Ltd Class A Ordinary Shares",$0.9629,-0.037,-3.70%,"25,171,506"
4791,ARQQW,Arqit Quantum Inc. Warrants,$2.01,0.0099,0.495%,"25,133,058"
4792,TPCS,TechPrecision Corporation Common stock,$2.57,0.13,5.328%,"25,062,190"
4793,CLGN,CollPlant Biotechnologies Ltd Ordinary Shares,$2.18,0.06,2.83%,"24,970,836"
4794,NRSN,NeuroSense Therapeutics Ltd. Ordinary Shares,$1.0378,0.0578,5.898%,"24,895,441"
4795,INDO,Indonesia Energy Corporation Limited Ordinary Shares,$2.44,0.11,4.721%,"24,894,573"
4796,GTEC,Greenland Technologies Holding Corporation Ordinary Shares,$1.83,-0.13,-6.633%,"24,877,990"
4797,INTZ,Intrusion Inc. Common Stock,$1.25,-0.01,-0.794%,"24,868,869"
4798,TLF,"Tandy Leather Factory, Inc. Common Stock",$2.92,0.14,5.036%,"24,810,017"
4799,EDRY,EuroDry Ltd. Common Shares,$8.75,UNCH,--,"24,783,649"
4800,VNCE,Vince Holding Corp. Common Stock,$1.96,0.25,14.62%,"24,714,875"
4801,DALN,DallasNews Corporation Series A Common Stock,$4.61,-0.29,-5.918%,"24,674,979"
4802,SGRP,"SPAR Group, Inc. Common Stock",$1.05,-0.02,-1.869%,"24,622,186"
4803,NOVA,Sunnova Energy International Inc. Common Stock,$0.1961,0.0076,4.032%,"24,528,572"
4804,IGC,"IGC Pharma, Inc. Common Stock",$0.3066,0.0034,1.121%,"24,431,472"
4805,NISN,"NiSun International Enterprise Development Group Co., Ltd. Class A Common Shares",$5.09,0.07,1.394%,"24,423,642"
4806,CPSH,CPS Technologies Corp. Common Stock,$1.68,0.13,8.387%,"24,403,613"
4807,UTSI,UTStarcom Holdings Corp. Ordinary Shares,$2.57,-0.03,-1.154%,"24,338,555"
4808,VRAR,"The Glimpse Group, Inc. Common Stock",$1.155,0.015,1.316%,"24,305,538"
4809,GORV,"Lazydays Holdings, Inc. Common Stock",$0.22,0.0088,4.167%,"24,227,667"
4810,JZXN,"Jiuzi Holdings, Inc. Ordinary Shares",$2.20,-0.09,-3.93%,"24,225,056"
4811,SCOR,"comScore, Inc. Common Stock",$4.91,-0.10,-1.996%,"24,123,208"
4812,TPST,"Tempest Therapeutics, Inc. Common Stock",$6.85,-0.26,-3.657%,"24,114,199"
4813,OPI,Office Properties Income Trust Common Shares of Beneficial Interest,$0.344,-0.066,-16.098%,"24,019,712"
4814,KALA,"KALA BIO, Inc. Common Stock",$3.72,-0.25,-6.297%,"24,002,921"
4815,MOGO,Mogo Inc. Common Shares,$0.9801,0.0801,8.90%,"23,985,007"
4816,EHGO,Eshallgo Inc. Class A Ordinary Shares,$1.1701,0.0601,5.414%,"23,969,499"
4817,OESX,"Orion Energy Systems, Inc. Common Stock",$0.7262,-0.0538,-6.897%,"23,929,806"
4818,LSB,"LakeShore Biopharma Co., Ltd Ordinary Shares",$1.25,0.05,4.167%,"23,850,940"
4819,PULM,"Pulmatrix, Inc. Common Stock",$6.5243,-0.0857,-1.297%,"23,828,603"
4820,NXL,"Nexalin Technology, Inc. Common Stock",$1.79,-0.03,-1.648%,"23,813,306"
4821,NWGL,Nature Wood Group Limited American Depositary Shares,$1.43,UNCH,--,"23,671,026"
4822,NSYS,Nortech Systems Incorporated Common Stock,$8.53,-0.87,-9.255%,"23,549,564"
4823,IZM,ICZOOM Group Inc. Class A Ordinary Shares,$2.00,0.06,3.093%,"23,463,990"
4824,MSAI,"MultiSensor AI Holdings, Inc. Common Stock",$0.71,-0.0297,-4.015%,"23,399,925"
4825,CJMB,Callan JMB Inc. Common Stock,$5.25,-0.09,-1.685%,"23,328,737"
4826,LGVN,Longeveron Inc. Class A Common Stock,$1.56,-0.12,-7.143%,"23,287,529"
4827,HXHX,Haoxin Holdings Limited Class A Ordinary Shares,$1.68,-0.02,-1.176%,"23,100,000"
4828,EBON,Ebang International Holdings Inc. Class A Ordinary Shares,$3.525,-0.019,-0.536%,"23,067,381"
4829,GAME,"GameSquare Holdings, Inc. Common Stock",$0.75,-0.05,-6.25%,"22,771,914"
4830,TENX,"Tenax Therapeutics, Inc. Common Stock",$5.73,-0.03,-0.521%,"22,750,306"
4831,ROLR,"High Roller Technologies, Inc. Common Stock",$2.695,-0.103,-3.681%,"22,571,566"
4832,OVID,Ovid Therapeutics Inc. Common Stock,$0.3152,-0.0119,-3.638%,"22,402,842"
4833,NTRBW,Nutriband Inc. Warrant,$2.00,-0.2629,-11.618%,"22,308,342"
4834,WAI,Top KingWin Ltd Class A Ordinary Shares,$0.1208,-0.0237,-16.401%,"22,293,361"
4835,IHT,InnSuites Hospitality Trust Shares of Beneficial Interest,$2.54,0.09,3.673%,"22,259,252"
4836,CXAI,CXApp Inc. Class A Common Stock,$1.12,-0.04,-3.448%,"22,182,478"
4837,GFAI,"Guardforce AI Co., Limited Ordinary Shares",$1.055,-0.005,-0.472%,"22,179,822"
4838,JYD,Jayud Global Logistics Limited Class A Ordinary Shares,$0.236,0.0202,9.361%,"22,145,366"
4839,GLBS,Globus Maritime Limited Common Stock,$1.0701,-0.0199,-1.826%,"22,025,120"
4840,BEEM,Beam Global Common Stock,$1.42,-0.01,-0.699%,"22,002,690"
4841,RVP,"Retractable Technologies, Inc. Common Stock",$0.7346,0.0046,0.63%,"21,991,837"
4842,WIMI,WiMi Hologram Cloud Inc. Class B Ordinary Shares,$4.47,-0.25,-5.297%,"21,949,501"
4843,ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,$1.05,0.03,2.941%,"21,924,000"
4844,YHGJ,Yunhong Green CTI Ltd. Common Stock,$0.84,-0.0001,-0.012%,"21,749,150"
4845,XFOR,"X4 Pharmaceuticals, Inc. Common Stock",$3.75,-0.56,-12.993%,"21,707,794"
4846,BOSC,B.O.S. Better Online Solutions Common Stock,$3.66,-0.04,-1.081%,"21,680,226"
4847,XHLD,"TEN Holdings, Inc. Common Stock",$0.7546,-0.0011,-0.146%,"21,652,071"
4848,SLGL,Sol-Gel Technologies Ltd. Ordinary Shares,$0.774,0.014,1.842%,"21,561,798"
4849,JOB,GEE Group Inc. Common Stock,$0.197,0.0118,6.371%,"21,554,409"
4850,BGFV,Big 5 Sporting Goods Corporation Common Stock,$0.9492,0.046,5.093%,"21,535,056"
4851,HUIZ,Huize Holding Limited American Depositary Shares,$2.13,0.09,4.412%,"21,488,667"
4852,RMSG,Real Messenger Corporation Ordinary Shares,$2.305,0.075,3.363%,"21,485,592"
4853,MBBC,"Marathon Bancorp, Inc. Common Stock",$10.05,UNCH,--,"21,464,398"
4854,DAIO,Data I/O Corporation Common Stock,$2.32,0.04,1.754%,"21,436,176"
4855,ECXWW,ECARX Holdings Inc. Warrants,$0.062,0.0119,23.752%,"21,435,262"
4856,KFFB,Kentucky First Federal Bancorp Common Stock,$2.6491,0.1991,8.127%,"21,422,517"
4857,ROMA,Roma Green Finance Limited Ordinary Shares,$1.375,0.1548,12.686%,"21,395,000"
4858,CKX,"CKX Lands, Inc. Common Stock",$10.55,0.03,0.285%,"21,385,188"
4859,TRT,Trio-Tech International Common Stock,$5.01,-0.15,-2.907%,"21,300,291"
4860,BATL,Battalion Oil Corporation Common Stock,$1.2935,0.0035,0.271%,"21,286,564"
4861,FGFPP,Fundamental Global Inc. 8.00% Cumulative Preferred Stock,$16.72,UNCH,--,"21,261,470"
4862,PMN,ProMIS Neurosciences Inc. Common Shares (ON),$0.65,0.0301,4.856%,"21,247,974"
4863,HUBC,Hub Cyber Security Ltd. Ordinary Shares,$2.98,0.62,26.271%,"21,216,655"
4864,FTHM,Fathom Holdings Inc. Common Stock,$0.78,UNCH,--,"21,213,659"
4865,SWAG,"Stran & Company, Inc. Common Stock",$1.14,0.06,5.556%,"21,213,585"
4866,CRIS,"Curis, Inc. Common Stock",$2.48,0.37,17.536%,"21,049,789"
4867,UONEK,"Urban One, Inc. Class D Common Stock",$0.46,-0.052,-10.156%,"20,984,156"
4868,FGF,Fundamental Global Inc. Common Stock,$16.50,UNCH,--,"20,981,714"
4869,JUNS,"Jupiter Neurosciences, Inc. Common Stock",$0.6324,-0.0151,-2.332%,"20,934,881"
4870,CALC,"CalciMedica, Inc. Common Stock",$1.55,-0.02,-1.274%,"20,896,971"
4871,KUKE,Kuke Music Holding Limited American Depositary Shares (each representing ten (10) Class A Ordinary Shares),$4.387,-0.043,-0.971%,"20,890,289"
4872,NNVC,"NanoViricides, Inc. Common Stock",$1.33,-0.04,-2.92%,"20,802,530"
4873,LSTA,"Lisata Therapeutics, Inc. Common Stock",$2.41,0.04,1.688%,"20,774,590"
4874,CDIO,Cardio Diagnostics Holdings Inc. Common stock,$0.3969,-0.0279,-6.568%,"20,696,516"
4875,CTRM,Castor Maritime Inc. Common Shares,$2.14,-0.01,-0.465%,"20,677,508"
4876,GTIM,Good Times Restaurants Inc. Common Stock,$1.94,-0.01,-0.513%,"20,642,704"
4877,CVM,Cel-Sci Corporation Common Stock,$0.266,-0.024,-8.276%,"20,538,270"
4878,CVV,CVD Equipment Corporation Common Stock,$2.97,0.07,2.414%,"20,439,059"
4879,TDTH,Trident Digital Tech Holdings Ltd American Depository Shares,$0.265,0.024,9.959%,"20,383,942"
4880,VYNE,VYNE Therapeutics Inc. Common Stock,$1.34,0.01,0.752%,"20,381,215"
4881,RVSN,Rail Vision Ltd. Ordinary Share,$0.389,0.0179,4.823%,"20,223,405"
4882,TALKW,"Talkspace, Inc. Warrant",$0.12,0.03,33.333%,"20,212,470"
4883,STEC,Santech Holdings Limited American Depositary Shares,$0.72,-0.2805,-28.036%,"20,160,000"
4884,ELEV,"Elevation Oncology, Inc. Common stock",$0.3401,-0.0315,-8.477%,"20,139,292"
4885,JVA,"Coffee Holding Co., Inc. Common Stock",$3.52,0.07,2.029%,"20,094,268"
4886,NXGL,"NexGel, Inc Common Stock",$2.62,0.01,0.383%,"20,053,577"
4887,ALLR,"Allarity Therapeutics, Inc. Common Stock",$1.17,-0.03,-2.50%,"19,907,242"
4888,MTEX,"Mannatech, Incorporated Common Stock",$10.45,UNCH,--,"19,864,719"
4889,ZOOZ,ZOOZ Power Ltd. Ordinary Shares,$1.64,0.05,3.145%,"19,853,013"
4890,BTCM,BIT Mining Limited ADS,$1.86,0.07,3.911%,"19,818,557"
4891,IRIX,IRIDEX Corporation Common Stock,$1.18,-0.01,-0.84%,"19,811,052"
4892,CGBSW,Crown LNG Holdings Limited Warrants,$0.0429,0.0077,21.875%,"19,790,168"
4893,MODV,ModivCare Inc. Common Stock,$1.38,0.19,15.966%,"19,789,268"
4894,OCG,Oriental Culture Holding LTD Ordinary Shares,$4.3302,-0.1698,-3.773%,"19,789,014"
4895,CGTL,Creative Global Technology Holdings Limited Class A Ordinary Shares,$0.9113,0.0791,9.505%,"19,535,994"
4896,ORIS,Oriental Rise Holdings Limited Ordinary Shares,$0.8948,-0.0092,-1.018%,"19,461,900"
4897,BLIN,"Bridgeline Digital, Inc. Common Stock",$1.86,0.12,6.897%,"19,423,253"
4898,MSS,Maison Solutions Inc. Class A Common Stock,$0.985,-0.015,-1.50%,"19,395,119"
4899,SNYR,Synergy CHC Corp. Common Stock,$2.03,0.08,4.103%,"19,394,019"
4900,ADGM,"Adagio Medical Holdings, Inc Common Stock",$1.26,-0.03,-2.326%,"19,380,772"
4901,CREX,"Creative Realities, Inc. Common Stock",$1.85,0.03,1.648%,"19,326,319"
4902,ANGH,Anghami Inc. Ordinary Shares,$0.65,0.022,3.503%,"19,311,267"
4903,NEPH,"Nephros, Inc. Common Stock",$1.8201,-0.1799,-8.995%,"19,293,697"
4904,MIRA,"MIRA Pharmaceuticals, Inc. Common Stock",$1.14,-0.02,-1.724%,"19,167,566"
4905,TOPP,Toppoint Holdings Inc. Common Stock,$1.09,-0.02,-1.802%,"19,075,000"
4906,NMTC,NeuroOne Medical Technologies Corporation Common Stock,$0.618,-0.0056,-0.898%,"19,073,051"
4907,CRMLW,Critical Metals Corp. Warrants,$0.21,-0.02,-8.696%,"19,049,556"
4908,LPCN,Lipocine Inc. Common Stock,$3.56,0.25,7.553%,"19,047,267"
4909,QTTB,Q32 Bio Inc. Common Stock,$1.56,-0.04,-2.50%,"19,028,279"
4910,CETY,"Clean Energy Technologies, Inc. Common Stock",$0.40,0.014,3.627%,"19,009,374"
4911,VSEE,"VSee Health, Inc. Common Stock",$1.21,-0.03,-2.419%,"18,954,381"
4912,UBX,"Unity Biotechnology, Inc. Common Stock",$1.10,-0.03,-2.655%,"18,933,389"
4913,XAIR,"Beyond Air, Inc. Common Stock",$0.2135,0.0186,9.543%,"18,847,491"
4914,SMSI,"Smith Micro Software, Inc. Common Stock",$1.06,0.0706,7.136%,"18,840,291"
4915,ARBB,ARB IOT Group Limited Ordinary Shares,$0.71,0.0425,6.367%,"18,770,625"
4916,NAII,"Natural Alternatives International, Inc. Common Stock",$3.00,UNCH,--,"18,596,334"
4917,GRYP,"Gryphon Digital Mining, Inc Common Stock",$0.2655,0.0295,12.50%,"18,580,454"
4918,HUDI,"Huadi International Group Co., Ltd. Ordinary Shares",$1.3001,-0.0399,-2.978%,"18,564,365"
4919,LRE,"Lead Real Estate Co., Ltd American Depositary Shares",$1.36,0.12,9.677%,"18,552,984"
4920,NESRW,National Energy Services Reunited Corp Warrants,$0.189,-0.0185,-8.916%,"18,152,667"
4921,MTEK,Maris-Tech Ltd. Ordinary Shares,$2.27,0.03,1.339%,"18,122,693"
4922,BGI,Birks Group Inc. Common Stock,$0.9446,-0.0742,-7.283%,"18,104,174"
4923,DRRX,DURECT Corporation Common Stock,$0.58,-0.02,-3.333%,"18,004,349"
4924,LVLU,"Lulu's Fashion Lounge Holdings, Inc. Common Stock",$0.42,-0.0171,-3.912%,"17,942,997"
4925,MOGU,MOGU Inc. American Depositary Shares (each representing 25 Class A Ordinary Shares),$2.1835,0.2866,15.109%,"17,939,660"
4926,AMS,American Shared Hospital Services Common Stock,$2.77,0.07,2.593%,"17,866,500"
4927,COHN,Cohen & Company Inc.,$8.69,0.19,2.235%,"17,855,117"
4928,INLF,INLIF LIMITED Ordinary Shares,$1.23,-0.02,-1.60%,"17,835,000"
4929,ASBP,"Aspire Biopharma Holdings, Inc. Common Stock",$0.359,-0.065,-15.33%,"17,555,448"
4930,GELS,Gelteq Limited Ordinary Shares,$1.86,-0.25,-11.848%,"17,554,820"
4931,JFU,9F Inc. American Depositary Shares,$1.4899,0.1399,10.363%,"17,541,089"
4932,LEDS,SemiLEDS Corporation Common Stock,$2.13,-0.04,-1.843%,"17,468,060"
4933,GIGM,GigaMedia Limited Ordinary Shares,$1.57,UNCH,--,"17,352,009"
4934,IPM,Intelligent Protection Management Corp. Common Stock,$1.87,0.05,2.747%,"17,273,166"
4935,MKZR,"MacKenzie Realty Capital, Inc. Common Stock",$1.24,0.06,5.085%,"17,246,224"
4936,COOT,Australian Oilseeds Holdings Limited Ordinary Shares,$0.7399,-0.0301,-3.909%,"17,183,513"
4937,RMCO,Royalty Management Holding Corporation Class A Common Stock,$1.1452,-0.0148,-1.276%,"17,130,837"
4938,LPTX,"Leap Therapeutics, Inc. Common Stock",$0.4152,-0.0029,-0.694%,"17,130,156"
4939,EDTK,Skillful Craftsman Education Technology Limited Ordinary Share,$1.0744,0.0344,3.308%,"17,114,602"
4940,XTKG,"X3 Holdings Co., Ltd. Ordinary Shares",$1.24,0.12,10.714%,"17,072,531"
4941,ATER,"Aterian, Inc. Common Stock",$1.95,-0.02,-1.015%,"17,063,945"
4942,RENT,"Rent the Runway, Inc. Class A Common Stock",$4.28,-0.21,-4.677%,"17,040,799"
4943,SKYQ,Sky Quarry Inc. Common Stock,$0.849,0.0691,8.86%,"16,968,401"
4944,BFRG,"Bullfrog AI Holdings, Inc. Common Stock",$1.80,0.03,1.695%,"16,947,945"
4945,YQ,17 Education & Technology Group Inc. American Depositary Shares,$1.91,-0.13,-6.373%,"16,906,766"
4946,JDZG,JIADE LIMITED Common stock,$0.6879,-0.0121,-1.729%,"16,877,951"
4947,AIFU,AIFU Inc. American Depositary Shares,$0.1561,0.0182,13.198%,"16,844,014"
4948,SIF,"SIFCO Industries, Inc. Common Stock",$2.74,0.09,3.396%,"16,842,810"
4949,PSHG,Performance Shipping Inc. Common Shares,$1.35,0.01,0.746%,"16,783,413"
4950,AFMD,Affimed N.V.,$1.10,0.105,10.553%,"16,750,209"
4951,NRXS,"Neuraxis, Inc. Common Stock",$2.31,-0.04,-1.702%,"16,668,646"
4952,WVVIP,"Willamette Valley Vineyards, Inc. Series A Redeemable Preferred Stock",$3.35,-0.1067,-3.087%,"16,631,172"
4953,JBDI,JBDI Holdings Limited Ordinary Shares,$0.84,0.01,1.205%,"16,621,500"
4954,DTCK,Davis Commodities Limited Ordinary Shares,$0.678,0.083,13.95%,"16,611,424"
4955,IPW,iPower Inc. Common Stock,$0.5269,-0.0351,-6.246%,"16,570,530"
4956,DTSS,Datasea Inc. Common Stock,$2.21,-0.04,-1.778%,"16,551,578"
4957,MGIH,Millennium Group International Holdings Limited Ordinary Shares,$1.47,0.04,2.797%,"16,537,500"
4958,KIRK,"Kirkland's, Inc. COMMONSTOCK",$1.25,-0.14,-10.072%,"16,397,428"
4959,RVMDW,"Revolution Medicines, Inc. Warrant",$0.0881,UNCH,--,"16,378,964"
4960,ABVC,"ABVC BioPharma, Inc. Common Stock",$1.03,-0.03,-2.83%,"16,251,654"
4961,INVZW,Innoviz Technologies Ltd. Warrant,$0.0816,UNCH,--,"16,235,296"
4962,CING,Cingulate Inc. Common Stock,$4.30,0.09,2.138%,"16,204,120"
4963,FEDU,"Four Seasons Education (Cayman) Inc. American Depositary Shares, each ADS representing 10 ordinary shares",$7.6501,-0.0499,-0.648%,"16,190,228"
4964,MDRR,"Medalist Diversified REIT, Inc. Common Stock",$11.88,UNCH,--,"16,188,757"
4965,MSPR,"MSP Recovery, Inc. Class A Common Stock",$1.96,-0.12,-5.769%,"16,157,585"
4966,TXMD,"TherapeuticsMD, Inc. Common Stock",$1.39,0.15,12.097%,"16,088,363"
4967,VVOS,"Vivos Therapeutics, Inc. Common Stock",$2.73,-0.11,-3.873%,"16,078,390"
4968,ELBM,Electra Battery Materials Corporation Common Stock,$1.08,-0.01,-0.917%,"16,023,067"
4969,TOMZ,"TOMI Environmental Solutions, Inc. Common Stock",$0.80,0.0162,2.067%,"16,012,164"
4970,HOOK,HOOKIPA Pharma Inc. Common Stock,$1.32,0.37,38.947%,"15,917,931"
4971,BNZI,"Banzai International, Inc. Class A Common Stock",$1.05,-0.01,-0.943%,"15,915,838"
4972,BIVI,BioVie Inc. Class A Common Stock,$0.862,0.0443,5.418%,"15,905,608"
4973,VVPR,VivoPower International PLC Ordinary Shares,$3.58,0.06,1.705%,"15,894,244"
4974,CCTG,CCSC Technology International Holdings Limited Class A Ordinary Shares,$1.37,UNCH,--,"15,866,313"
4975,UPXI,"Upexi, Inc. Common Stock",$12.00,1.06,9.689%,"15,851,088"
4976,AMOD,"Alpha Modus Holdings, Inc. Class A Common Stock",$1.27,0.06,4.959%,"15,845,511"
4977,GLBZ,Glen Burnie Bancorp Common Stock,$5.45,0.20,3.81%,"15,808,711"
4978,SABS,"SAB Biotherapeutics, Inc. Common Stock",$1.70,UNCH,--,"15,791,076"
4979,AUST,Austin Gold Corp. Common Shares,$1.186,-0.024,-1.983%,"15,740,296"
4980,DRCT,"Direct Digital Holdings, Inc. Class A Common Stock",$0.8845,0.1835,26.177%,"15,728,178"
4981,LTRY,"Lottery.com, Inc. Common Stock",$0.832,-0.018,-2.118%,"15,692,227"
4982,GTI,Graphjet Technology Class A Ordinary Shares,$0.1068,-0.0002,-0.187%,"15,671,971"
4983,QNTM,Quantum Biopharma Ltd. Class B Subordinate Voting Shares,$6.80,0.29,4.455%,"15,636,695"
4984,GREE,Greenidge Generation Holdings Inc. Class A Common Stock,$1.08,0.01,0.935%,"15,633,106"
4985,PC,Premium Catering (Holdings) Limited Ordinary Shares,$0.975,-0.006,-0.612%,"15,600,000"
4986,HOVR,New Horizon Aircraft Ltd. Class A Ordinary Share,$0.497,-0.009,-1.779%,"15,598,418"
4987,USGOW,U.S. GoldMining Inc. Warrant,$1.25,0.02,1.626%,"15,577,718"
4988,DXST,Decent Holding Inc Ordinary Shares,$0.9557,-0.0044,-0.458%,"15,530,125"
4989,ILLRW,Triller Group Inc. Warrant,$0.0999,-0.0001,-0.10%,"15,500,466"
4990,JZ,Jianzhi Education Technology Group Company Limited American Depositary Shs,$0.766,0.0248,3.346%,"15,461,710"
4991,SISI,"Shineco, Inc. Common Stock",$0.8999,-0.1901,-17.44%,"15,460,142"
4992,ZBAI,ATIF Holdings Limited Ordinary Shares,$0.889,0.019,2.184%,"15,395,215"
4993,BNAI,Brand Engagement Network Inc. Common Stock,$0.36,0.001,0.279%,"15,218,806"
4994,SHMDW,SCHMID Group N.V. Warrants,$0.3526,-0.0174,-4.703%,"15,152,936"
4995,ENFY,Enlightify Inc. Common Stock,$1.045,-0.005,-0.476%,"15,097,698"
4996,PTLE,PTL LTD Ordinary Shares,$1.20,0.01,0.84%,"15,000,000"
4997,FAAS,DigiAsia Corp. Ordinary Shares,$0.247,0.017,7.391%,"14,990,884"
4998,HBIO,"Harvard Bioscience, Inc. Common Stock",$0.3401,-0.0162,-4.547%,"14,989,729"
4999,SOHO,Sotherly Hotels Inc. Common Stock,$0.7421,0.0219,3.041%,"14,935,813"
5000,ANY,Sphere 3D Corp. Common Shares,$0.5685,0.0141,2.543%,"14,882,353"
5001,STI,"Solidion Technology, Inc. Common Stock",$0.1095,0.001,0.922%,"14,875,090"
5002,LFWD,Lifeward Ltd. Ordinary Shares,$1.39,-0.02,-1.418%,"14,776,091"
5003,PCLA,PicoCELA Inc. American Depositary Shares,$0.5984,-0.0175,-2.841%,"14,770,822"
5004,WKSP,"Worksport, Ltd. Common Stock",$3.07,-0.11,-3.459%,"14,722,249"
5005,IINN,Inspira Technologies Oxy B.H.N. Ltd. Ordinary Shares,$0.607,0.0209,3.566%,"14,721,022"
5006,CHR,"Cheer Holding, Inc. Class A Ordinary Share",$1.21,0.045,3.863%,"14,684,037"
5007,TKLF,"Tokyo Lifestyle Co., Ltd. American Depositary Shares",$3.46,0.01,0.29%,"14,608,193"
5008,EQ,"Equillium, Inc. Common Stock",$0.41,-0.0101,-2.404%,"14,600,062"
5009,SBCWW,SBC Medical Group Holdings Incorporated Warrants,$0.14,UNCH,--,"14,505,575"
5010,PHGE,BiomX Inc. COmmon Stock,$0.58,-0.029,-4.762%,"14,480,311"
5011,EHLD,Euroholdings Ltd. Common Stock,$5.13,0.07,1.383%,"14,461,547"
5012,PRZO,ParaZero Technologies Ltd. Ordinary Shares,$0.8654,-0.0146,-1.659%,"14,434,553"
5013,CAPT,Captivision Inc. Ordinary Shares,$0.4947,0.0161,3.364%,"14,424,285"
5014,IPA,ImmunoPrecise Antibodies Ltd. Common Stock,$0.4624,0.0244,5.571%,"14,363,193"
5015,LIQT,"LiqTech International, Inc. Common Stock",$1.495,0.015,1.014%,"14,361,006"
5016,XIN,Xinyuan Real Estate Co Ltd American Depositary Shares,$2.5494,0.0394,1.57%,"14,311,516"
5017,JCTC,Jewett-Cameron Trading Company Common Shares,$4.05,0.10,2.532%,"14,248,382"
5018,BLDEW,"Blade Air Mobility, Inc. Warrants",$0.178,-0.011,-5.82%,"14,185,537"
5019,TIRX,TIAN RUIXIANG Holdings Ltd Class A Ordinary Shares,$1.394,-0.0666,-4.56%,"14,179,658"
5020,NXPL,NextPlat Corp Common Stock,$0.5461,-0.0139,-2.482%,"14,178,422"
5021,MBRX,"Moleculin Biotech, Inc. Common Stock",$1.01,-0.05,-4.717%,"14,140,499"
5022,SPWRW,"Complete Solaria, Inc. Warrants",$0.1898,0.0118,6.629%,"14,001,027"
5023,CYCU,"Cycurion, Inc. Common Stock",$0.4424,0.0009,0.204%,"13,910,784"
5024,PMNT,Perfect Moment Ltd. Common Stock,$0.8231,0.0169,2.096%,"13,906,069"
5025,ALUR,"Allurion Technologies, Inc. Common Stock",$2.33,-0.04,-1.688%,"13,895,069"
5026,INAB,"IN8bio, Inc. Common Stock",$0.1699,0.0009,0.533%,"13,805,864"
5027,CLRO,"ClearOne, Inc. (DE) Common Stock",$0.5306,-0.0384,-6.749%,"13,791,883"
5028,LIDR,"AEye, Inc. Class A Common Stock",$0.7372,0.0072,0.986%,"13,778,024"
5029,PAVM,PAVmed Inc. Common Stock,$0.82,0.0954,13.166%,"13,765,482"
5030,BTCT,BTC Digital Ltd. Ordinary Shares,$4.17,0.37,9.737%,"13,750,375"
5031,FEBO,Fenbo Holdings Limited Ordinary Shares,$1.25,UNCH,--,"13,750,000"
5032,CNTM,"ConnectM Technology Solutions, Inc. Common Stock",$0.6468,0.0013,0.201%,"13,743,890"
5033,NVFY,"Nova Lifestyle, Inc. Common Stock",$1.04,0.02,1.961%,"13,735,615"
