,Ticker,Share Issued,Total Assets,Net PPE,Accounts Receivable,Cash And Cash Equivalents,Total Debt,Accounts Payable,Stockholders Equity,Retained Earnings,Working Capital,Total Revenue,Operating Income,EBITDA,Net Income,Capital Expenditure,Free Cash Flow
0,AX,70813637.0,23981154000.0,,300907000.0,2001321000.0,437427000.0,314399000.0,2603900000.0,2507850000.0,,304660000.0,,,105206000.0,-8551000.0,65130000.0
1,MRUS,68828749.0,782693000.0,20024000.0,1261000.0,293294000.0,9912000.0,4164000.0,647927000.0,-968387000.0,481996000.0,9140000.0,-88652000.0,-88063000.0,-30923000.0,-20000.0,-66678000.0
2,TENX,298281.0,96686000.0,,,94851000.0,,3157000.0,91993000.0,-314855000.0,91993000.0,0.0,-7294772.0,-6267483.0,-6267018.0,,-3527033.0
3,RYTM,62390654.0,392273000.0,4109000.0,18512000.0,89137000.0,3938000.0,12328000.0,164549000.0,-1155338000.0,258683000.0,41830000.0,-41255000.0,-37552000.0,-43292000.0,,-18845000.0
4,GALT,62308075.0,17495000.0,0.0,,15120000.0,106245000.0,5656000.0,-103070000.0,-401572000.0,-18157000.0,0.0,-12428000.0,-10232000.0,-11967000.0,,-12791000.0
5,ATR,65966138.0,4527088000.0,1555965000.0,742703000.0,125839000.0,1057401000.0,,2537558000.0,2419414000.0,303743000.0,887305000.0,115490000.0,183013000.0,78798000.0,-59337000.0,23405000.0
6,CHRW,179199000.0,5297926000.0,471252000.0,2383709000.0,145762000.0,1741132000.0,1178335000.0,1722051000.0,5786337000.0,644705000.0,4184656000.0,183799000.0,208079000.0,149306000.0,-15189000.0,252741000.0
7,FFIC,38677787.0,9038972000.0,63652000.0,62036000.0,109409000.0,962497000.0,,724539000.0,492003000.0,,-19787000.0,,,-49245000.0,-690000.0,2978000.0
8,GEVO,239407448.0,583941000.0,224583000.0,2411000.0,189389000.0,70617000.0,539000.0,489488000.0,-800237000.0,179350000.0,5700000.0,-14714000.0,-10414000.0,-17607000.0,-14626000.0,-33469000.0
9,CVI,100629209.0,4251000000.0,2167000000.0,320000000.0,695000000.0,1934000000.0,620000000.0,580000000.0,-927000000.0,395000000.0,1646000000.0,-130000000.0,-61000000.0,-123000000.0,-94000000.0,-289000000.0
10,CHA,189249500.0,6596106000.0,804196000.0,121967000.0,4754783000.0,548056000.0,597091000.0,2653905000.0,2752024000.0,3141740000.0,3334426000.0,642483000.0,642483000.0,659022000.0,-45104000.0,527550000.0
11,INVA,62665000.0,1301060000.0,2967000.0,20392000.0,304964000.0,451095000.0,2132000.0,691159000.0,-1797000.0,318223000.0,91806000.0,43139000.0,35954000.0,20332000.0,-4000000.0,55239000.0
12,TBCH,20079323.0,298861000.0,5844000.0,93118000.0,12995000.0,96282000.0,34839000.0,120604000.0,-118094000.0,64699000.0,146077000.0,24448000.0,26402000.0,20139000.0,-1522000.0,12792000.0
13,AREN,47556267.0,116352000.0,2488000.0,31115000.0,4362000.0,123695000.0,4844000.0,-130328000.0,-479363000.0,-82022000.0,36228000.0,10344000.0,12624000.0,6879000.0,-2356000.0,-10925000.0
14,LUNG,39785969.0,162850000.0,21452000.0,13120000.0,70905000.0,56471000.0,3827000.0,85809000.0,-467555000.0,111811000.0,23765000.0,-13417000.0,-12001000.0,-13175000.0,-111000.0,-6841000.0
15,LDI,195103246.0,6344028000.0,81511000.0,29617000.0,421576000.0,4355055000.0,187717000.0,272892000.0,-550623000.0,,198153000.0,,,-33234000.0,-6917000.0,33645000.0
16,VATE,13166057.0,891100000.0,187300000.0,188200000.0,48800000.0,719200000.0,84800000.0,-180400000.0,-521900000.0,-92300000.0,236600000.0,2500000.0,12800000.0,-16600000.0,-7200000.0,34200000.0
17,JACK,82971349.0,2773904000.0,1853483000.0,61386000.0,74978000.0,3173197000.0,69394000.0,-827131000.0,1891977000.0,-212711000.0,469438000.0,76835000.0,91254000.0,33686000.0,-35099000.0,70557000.0
18,ECG,50980924.0,1288463000.0,201454000.0,589005000.0,86012000.0,363202000.0,138097000.0,422612000.0,283972000.0,403859000.0,759638000.0,46005000.0,53970000.0,34468000.0,-13772000.0,66923000.0
19,ADI,495976483.0,47967546000.0,3355240000.0,1192442000.0,2349994000.0,7566814000.0,368939000.0,35070535000.0,10131590000.0,2762080000.0,2423174000.0,555200000.0,1026443000.0,391316000.0,-148978000.0,977831000.0
20,NUKKW,2098999.0,984999.0,,,3678.0,4002072.0,448307.0,-7097713.0,-40287764.0,-6104362.0,236099.0,-1033010.0,4927370.0,4455233.0,,-1199326.0
21,CLVT,683086894.0,11492700000.0,110400000.0,830500000.0,354000000.0,4595300000.0,120000000.0,5027100000.0,-7417400000.0,-186300000.0,593700000.0,24600000.0,164600000.0,-103900000.0,-60900000.0,110300000.0
22,BTM,20997048.0,80104000.0,29442000.0,275000.0,29472000.0,63507000.0,11557000.0,-23632000.0,-44349000.0,-6296000.0,136827000.0,10428000.0,12408000.0,-6648000.0,-864000.0,4427000.0
23,KFRC,19216000.0,368195000.0,21429000.0,220532000.0,444000.0,80920000.0,42718000.0,138027000.0,546916000.0,118524000.0,330028000.0,11631000.0,13095000.0,8145000.0,-4149000.0,-3900000.0
24,MTH,71830262.0,7700218000.0,47015000.0,,1011652000.0,1892873000.0,229845000.0,5194744000.0,5090096000.0,6752006000.0,1365280000.0,150661000.0,166108000.0,122806000.0,-5592000.0,-48168000.0
25,INSP,29740176.0,808383000.0,95239000.0,93068000.0,150150000.0,31793000.0,38687000.0,689695000.0,-291914000.0,542305000.0,239718000.0,31884000.0,56754000.0,35224000.0,-7027000.0,62154000.0
26,XTIA,1685021.0,24291000.0,546000.0,706000.0,4105000.0,3072000.0,5487000.0,6574000.0,-93562000.0,-8840000.0,1033000.0,-7453000.0,-12980000.0,-13856000.0,-22000.0,-8024000.0
27,NEHC,13165152.0,7382534.0,4552419.0,570702.0,120010.0,2535671.0,1472961.0,528631.0,10145.0,-924307.0,,,,,-189355.0,-638084.0
28,FSBW,7833014.0,3029177000.0,35134000.0,13881000.0,33362000.0,354956000.0,,295767000.0,257113000.0,,43299000.0,,,7382000.0,-382000.0,40699000.0
29,CASS,15505772.0,2395081000.0,34174000.0,55906000.0,349728000.0,,1149276000.0,229030000.0,148487000.0,,41064000.0,,,4594000.0,-1481000.0,17149000.0
30,HOG,171982732.0,11881579000.0,820925000.0,2265811000.0,1589608000.0,7026460000.0,298718000.0,3166047000.0,3465058000.0,1439143000.0,687609000.0,-193349000.0,-121501000.0,-116892000.0,-56139000.0,77039000.0
31,HPKEW,126067436.0,3063288000.0,2848930000.0,85242000.0,86649000.0,1049773000.0,74011000.0,1602456000.0,435834000.0,-89618000.0,234806000.0,77301000.0,155907000.0,8981000.0,-145237000.0,-5719000.0
32,LBTYB,357544475.0,25439700000.0,4326000000.0,449800000.0,1816300000.0,9778500000.0,371200000.0,12365900000.0,12242600000.0,166400000.0,-1412100000.0,-205200000.0,1666300000.0,2244000000.0,,870300000.0
33,PAYC,62925255.0,5859900000.0,642000000.0,39200000.0,402000000.0,83400000.0,23900000.0,1575900000.0,1887500000.0,398000000.0,493873000.0,148472000.0,192289000.0,113565000.0,-55751000.0,104636000.0
34,VEL,33761147.0,5527408000.0,4151000.0,35235000.0,50111000.0,4859379000.0,147814000.0,516944000.0,197325000.0,,63622000.0,,,20587000.0,-98000.0,33175000.0
35,TIVC,556901.0,2807000.0,119000.0,69000.0,2002000.0,0.0,125000.0,2535000.0,-43541000.0,2367000.0,180000.0,-1543000.0,-1270000.0,-1477000.0,,-1365000.0
36,AMPGW,19656460.0,43220482.0,6653670.0,1256725.0,19315984.0,4621184.0,,37490801.0,-21012127.0,26795745.0,1853087.0,-3877359.0,-3727190.0,-3821286.0,-16489.0,-1183334.0
37,IMCC,3085452.0,39188000.0,4181000.0,13803000.0,863000.0,18012000.0,11159000.0,5243000.0,-258939000.0,-11554000.0,13335000.0,-3516000.0,-1068000.0,-1011000.0,-30000.0,-4229000.0
38,PHX,37480790.0,163915766.0,153805743.0,6128954.0,2242102.0,30195817.0,804693.0,121949853.0,77073332.0,6321188.0,8023382.0,903107.0,3261578.0,109400.0,-2547087.0,322914.0
39,GPN,248708899.0,46890255000.0,2277593000.0,1081740000.0,2538416000.0,16815381000.0,320085000.0,22280686000.0,4774736000.0,-216044000.0,2515386000.0,560014000.0,1332402000.0,567173000.0,-184004000.0,469423000.0
40,OCTO,2479363.0,50848355.0,5452.0,1592049.0,239187.0,31396155.0,2361265.0,11930454.0,-112570049.0,-17345411.0,15312044.0,-1841794.0,11001918.0,-2503955.0,,-5504377.0
41,CLFD,14131537.0,303230000.0,41993000.0,14064000.0,30453000.0,20718000.0,4325000.0,267435000.0,113057000.0,179183000.0,35476000.0,-3976000.0,-394000.0,-1906000.0,-2069000.0,5081000.0
42,NOVT,35938000.0,1388511000.0,156043000.0,151026000.0,113989000.0,471001000.0,76890000.0,745698000.0,267549000.0,265857000.0,238060000.0,33091000.0,47454000.0,16464000.0,-2249000.0,59313000.0
43,BBGI,1771827.0,549206825.0,80234692.0,51551945.0,13772720.0,287209015.0,21037797.0,147219707.0,19155668.0,16302970.0,67285492.0,7582743.0,3628180.0,-2058632.0,-386628.0,-1857071.0
44,EHTH,29540000.0,1155425000.0,16518000.0,16807000.0,39197000.0,96921000.0,23448000.0,588428000.0,15246000.0,258464000.0,315181000.0,112706000.0,116942000.0,97482000.0,-3323000.0,-30985000.0
45,SHOP,1294580140.0,13924000000.0,140000000.0,280000000.0,1498000000.0,1126000000.0,360000000.0,11558000000.0,1629000000.0,5298000000.0,2812000000.0,465000000.0,473000000.0,1293000000.0,-4000000.0,611000000.0
46,SNTI,4829457.0,97841000.0,35237000.0,159000.0,48277000.0,33641000.0,1454000.0,25649000.0,-297134000.0,45815000.0,0.0,-16167000.0,-14708000.0,-610000.0,-11000.0,-13515000.0
47,NBR,10661000.0,4504301000.0,2830957000.0,387970000.0,389652000.0,2511985000.0,321030000.0,134996000.0,-2092128000.0,427620000.0,729819000.0,64197000.0,192352000.0,-53671000.0,-208046000.0,-59127000.0
48,SCLX,243312885.0,92953000.0,2933000.0,26442000.0,3272000.0,37958000.0,52620000.0,-192641000.0,-563052000.0,-218088000.0,14900000.0,-28378000.0,-5172000.0,-6460000.0,-150000.0,2384000.0
49,GGROW,295066497.0,700427000.0,473558000.0,16977000.0,117148000.0,393180000.0,29271000.0,176540000.0,-548732000.0,-22805000.0,73130000.0,-23868000.0,-41805000.0,-71328000.0,-60510000.0,-63922000.0
50,LENZ,27531490.0,215304000.0,1989000.0,,20158000.0,1381000.0,4257000.0,204084000.0,-145014000.0,201511000.0,0.0,-15225000.0,-15200000.0,-12652000.0,-149000.0,-9227000.0
51,ICMB,,206851730.0,,,771483.0,122041697.0,5098347.0,77602130.0,-125917756.0,,664771.0,,,-564540.0,,-7243998.0
52,H,95430299.0,14002000000.0,2031000000.0,1239000000.0,1735000000.0,4607000000.0,560000000.0,3461000000.0,3684000000.0,-62000000.0,1718000000.0,116000000.0,206000000.0,20000000.0,-30000000.0,123000000.0
53,CNTA,132631587.0,576798000.0,11757000.0,,383221000.0,117226000.0,7143000.0,401545000.0,-988702000.0,478411000.0,0.0,-74580000.0,-107570000.0,-111329000.0,,-42800000.0
54,ATOM,30552000.0,29124000.0,1927000.0,6000.0,25778000.0,1984000.0,492000.0,25077000.0,-221520000.0,23516000.0,23000.0,-4872000.0,-4308000.0,-4657000.0,-8000.0,-3036000.0
55,RANI,33430000.0,36634000.0,6644000.0,,3762000.0,29709000.0,1359000.0,1992000.0,-102907000.0,9853000.0,1028000.0,-11244000.0,-14332000.0,-8947000.0,-31000.0,-8686000.0
56,MBRX,3378895.0,16925000.0,583000.0,,4278000.0,478000.0,2030000.0,5979000.0,-153367000.0,-165000.0,0.0,-6643000.0,-6612000.0,-1882000.0,,-5083000.0
57,KZR,7296222.0,144682000.0,4779000.0,,41749000.0,16180000.0,3651000.0,116916000.0,-434499000.0,117159000.0,0.0,-21575000.0,-19570000.0,-20218000.0,-11000.0,-16836000.0
58,AMX,60740415384.0,1866024000000.0,931230000000.0,242528000000.0,,809552000000.0,149797000000.0,444796000000.0,,-156352000000.0,232038000000.0,46345000000.0,90319000000.0,18703000000.0,-56134454000.0,54225379000.0
59,ABCL,295757002.0,1360553000.0,340429000.0,33616000.0,156325000.0,65364000.0,34350000.0,1056084000.0,116930000.0,674758000.0,5050000.0,-69211000.0,-55311000.0,-34210000.0,-15630000.0,-23630000.0
60,TRC,26822768.0,607998000.0,56387000.0,7916000.0,39267000.0,66942000.0,9085000.0,473594000.0,111598000.0,52606000.0,17935000.0,2126000.0,3874000.0,4483000.0,-20497000.0,-7228000.0
61,EHAB,50589768.0,1226000000.0,70500000.0,149200000.0,28400000.0,569500000.0,6700000.0,523500000.0,98300000.0,66500000.0,258200000.0,12600000.0,-33300000.0,-46000000.0,-600000.0,-4700000.0
62,GILT,57017032.0,429748000.0,77390000.0,49600000.0,119384000.0,8571000.0,17107000.0,304435000.0,-635472000.0,154195000.0,78128000.0,3149000.0,17787000.0,11764000.0,-2515000.0,13767000.0
63,UCTT,46632298.0,1891000000.0,485800000.0,217900000.0,317600000.0,646400000.0,207400000.0,872000000.0,365400000.0,634600000.0,518600000.0,12900000.0,33800000.0,-5000000.0,-12400000.0,15800000.0
64,VYGR,54731316.0,393050000.0,47663000.0,1504000.0,71367000.0,43726000.0,3996000.0,299760000.0,-326184000.0,227021000.0,6278000.0,-38299000.0,-37288000.0,-34487000.0,-155000.0,-14684000.0
65,PINC,91675524.0,3142375000.0,218447000.0,117248000.0,85850000.0,156052000.0,21880000.0,1717891000.0,-486627000.0,-124242000.0,240266000.0,-92823000.0,-63284000.0,-96018000.0,-22159000.0,89509000.0
66,PAHC,40503608.0,1285509000.0,375021000.0,191789000.0,67074000.0,789464000.0,99445000.0,246802000.0,244326000.0,512903000.0,309261000.0,25533000.0,25576000.0,3185000.0,-7822000.0,-4746000.0
67,PLTR,2338795190.0,6340884000.0,240378000.0,575048000.0,2098524000.0,239219000.0,103000.0,5003275000.0,-5187423000.0,4938271000.0,827519000.0,11043000.0,18049000.0,79009000.0,-3106000.0,457221000.0
68,INVZ,169397030.0,132049000.0,46626000.0,6043000.0,25365000.0,29594000.0,8813000.0,78929000.0,-730045000.0,54849000.0,6027000.0,-19249000.0,-17657000.0,-18596000.0,-1191000.0,-19034000.0
69,MOVE,6633511.0,11320000.0,213000.0,,7902000.0,186000.0,2016000.0,7355000.0,-148107000.0,6945000.0,111000.0,-4692000.0,-4654000.0,-4616000.0,-5000.0,-4560000.0
70,MYPS,144191769.0,322955000.0,25821000.0,26264000.0,109179000.0,10064000.0,1518000.0,244715000.0,-31324000.0,97684000.0,67782000.0,-1958000.0,8669000.0,-22412000.0,-4192000.0,7424000.0
71,PRFX,144510.0,3107000.0,115000.0,,2783000.0,59000.0,119000.0,-2041000.0,-54681000.0,-1899000.0,0.0,-7345000.0,-7341000.0,-7312000.0,-5000.0,-4954000.0
72,BPYPN,,102591000000.0,5484000000.0,730000000.0,2208000000.0,54285000000.0,,0.0,,-13561000000.0,1902000000.0,758000000.0,1192000000.0,-49000000.0,-119000000.0,141000000.0
73,ZION,147871000.0,88775000000.0,1366000000.0,,3501000000.0,3475000000.0,,6124000000.0,6701000000.0,,820000000.0,,,216000000.0,-28000000.0,489000000.0
74,BDX,370594401.0,54467000000.0,6646000000.0,3029000000.0,667000000.0,19270000000.0,,25241000000.0,16150000000.0,975000000.0,5272000000.0,637000000.0,1122000000.0,308000000.0,-129000000.0,35000000.0
75,WTBA,16923280.0,3986669000.0,110270000.0,13141000.0,210610000.0,391445000.0,,237873000.0,282247000.0,,22896000.0,,,7842000.0,-1492000.0,8257000.0
76,CHCT,28338690.0,985114000.0,3102000.0,24492000.0,2271000.0,500034000.0,,461321000.0,87266000.0,-176131000.0,30078000.0,7940000.0,19231000.0,1591000.0,-4682000.0,9727000.0
77,SRPT,96900496.0,3963173000.0,488646000.0,601988000.0,1103010000.0,1343070000.0,214442000.0,1527742000.0,-4210974000.0,2341779000.0,658412000.0,161681000.0,186673000.0,159049000.0,-38082000.0,53964000.0
78,BKKT,6510885.0,269377000.0,11799000.0,24648000.0,39049000.0,23540000.0,12782000.0,33894000.0,-797960000.0,46126000.0,1797321000.0,-10915000.0,-10853000.0,-19179000.0,-308000.0,31094000.0
79,ASB,189016409.0,43309136000.0,377521000.0,159729000.0,1232356000.0,2618680000.0,,4686557000.0,2979526000.0,,342124000.0,,,101687000.0,-7472000.0,90694000.0
80,AEO,249566000.0,3830775000.0,2046664000.0,262365000.0,308962000.0,1446330000.0,280712000.0,1766860000.0,2456063000.0,471575000.0,1604633000.0,142269000.0,199270000.0,104346000.0,-64870000.0,318883000.0
81,JBHT,167138897.0,8255673000.0,5759804000.0,1202829000.0,43407000.0,1579466000.0,640728000.0,3866673000.0,7447198000.0,-203816000.0,2921392000.0,178680000.0,358156000.0,117740000.0,-245812000.0,158380000.0
82,JOBY,765085553.0,1203465000.0,149643000.0,,199627000.0,31209000.0,4261000.0,912363000.0,-1855737000.0,921471000.0,55000.0,-149875000.0,-140398000.0,-246277000.0,-15420000.0,-135918000.0
83,VREX,41231000.0,1332200000.0,178200000.0,138100000.0,176000000.0,592100000.0,65600000.0,540200000.0,70100000.0,506400000.0,199800000.0,11200000.0,16700000.0,-300000.0,-4200000.0,5300000.0
84,PVH,89112404.0,11033200000.0,1898500000.0,851200000.0,748000000.0,3391100000.0,1151000000.0,5140500000.0,5997200000.0,745800000.0,2371600000.0,224600000.0,287800000.0,157200000.0,-43300000.0,443200000.0
85,HD,1800000000.0,96119000000.0,35294000000.0,4319000000.0,1659000000.0,62290000000.0,11938000000.0,6640000000.0,89533000000.0,3022000000.0,39704000000.0,4495000000.0,5534000000.0,2997000000.0,-1101000000.0,3570000000.0
86,HSPO,7832390.0,21327906.0,,,7815.0,1780000.0,,16931087.0,-4389235.0,-1974004.0,0.0,-257180.0,-257180.0,453284.0,,-320354.0
